greenhouse.n.01|noun.artifact|a building with glass walls and roof; for the cultivation and exhibition of plants under controlled conditions|
greens.n.01|noun.food|any of various leafy plants or their leaves and stems eaten as vegetables|
growth.n.01|noun.process|(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level|he proposed an indicator of osseous development in children
growth.n.02|noun.process|a progression from simpler to more complex forms|the growth of culture
growth.n.04|noun.group|vegetation that has grown|a growth of trees
growth.n.06|noun.state|(pathology) an abnormal proliferation of tissue (as in a tumor)|
growth.n.07|noun.object|something grown or growing|a growth of hair
hay.n.01|noun.food|grass mowed and cured for use as fodder|
hayfield.n.01|noun.location|a field where grass or alfalfa are grown to be made into hay|
herb.n.01|noun.plant|a plant lacking a permanent woody stem; many are flowering garden plants or potherbs; some having medicinal properties; some are pests|
herb.n.02|noun.food|aromatic potherb used in cookery for its savory qualities|
home.n.01|noun.location|where you live at a particular time|deliver the package to my home
honeysuckle.n.01|noun.plant|shrub or vine of the genus Lonicera|
hyacinth.n.01|noun.substance|a red transparent variety of zircon used as a gemstone|
hyacinth.n.02|noun.plant|any of numerous bulbous perennial herbs|
increase.n.03|noun.process|a process of becoming larger or longer or more numerous or more important|the increase in unemployment
jam.n.01|noun.food|preserve of crushed fruit|
jamming.n.01|noun.act|deliberate radiation or reflection of electromagnetic energy for the purpose of disrupting enemy use of electronic devices or systems|
jelly.n.02|noun.food|a preserve made of the jelled juice of fruit|
jelly.n.03|noun.substance|any substance having the consistency of jelly or gelatin|
landscape.n.01|noun.location|an expanse of scenery that can be seen in a single view|
landscape.n.02|noun.artifact|painting depicting an expanse of natural scenery|
landscape.n.03|noun.artifact|a genre of art dealing with the depiction of natural scenery|
landscape.n.04|noun.cognition|an extensive mental viewpoint|the political landscape looks bleak without a change of administration
larkspur.n.01|noun.plant|any of numerous cultivated plants of the genus Delphinium|
lawn.n.01|noun.location|a field of cultivated and mowed grass|
leaf.n.01|noun.plant|the main organ of photosynthesis and transpiration in higher plants|
leaf.n.02|noun.communication|a sheet of any written or printed material (especially in a manuscript or book)|
leaf.n.03|noun.artifact|hinged or detachable flat section (as of a table or door)|
lemon.n.01|noun.food|yellow oval fruit with juicy acidic flesh|
lemon.n.03|noun.plant|a small evergreen tree that originated in Asia but is widely cultivated for its fruit|
lemon.n.04|noun.cognition|a distinctive tart flavor characteristic of lemons|
lemon.n.05|noun.artifact|an artifact (especially an automobile) that is defective or unsatisfactory|
lilac.n.01|noun.plant|any of various plants of the genus Syringa having large panicles of usually fragrant flowers|
lineage.n.01|noun.group|the descendants of one individual|his entire lineage has been warriors
luggage_compartment.n.01|noun.artifact|compartment in an automobile that carries luggage or shopping or tools|he put his golf bag in the trunk
lumber.n.01|noun.substance|the wood of trees cut and prepared for use as building material|
maple.n.01|noun.plant|wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring|
maple.n.02|noun.plant|any of numerous trees or shrubs of the genus Acer bearing winged seeds in pairs; north temperate zone|
matter.n.01|noun.cognition|a vaguely specified concern|several matters to attend to
melon.n.01|noun.food|any of numerous fruits of the gourd family having a hard rind and sweet juicy flesh|
melon.n.02|noun.plant|any of various fruit of cucurbitaceous vines including: muskmelons; watermelons; cantaloupes; cucumbers|
monstrosity.n.02|noun.event|something hideous or frightful|they regarded the atom bomb as a monstrosity
moss.n.01|noun.plant|tiny leafy-stemmed flowerless plants|
myrtle.n.01|noun.plant|widely cultivated as a groundcover for its dark green shiny leaves and usually blue-violet flowers|
myrtle.n.02|noun.plant|any evergreen shrub or tree of the genus Myrtus|
nation.n.02|noun.group|the people who live in a nation or country|a statement that sums up the nation's mood
nectar.n.01|noun.substance|a sweet liquid secretion that is attractive to pollinators|
nectar.n.02|noun.food|fruit juice especially when undiluted|
oleander.n.01|noun.plant|an ornamental but poisonous flowering shrub having narrow evergreen leaves and clusters of fragrant white to pink or red flowers: native to East Indies but widely cultivated in warm regions|
olfactory_property.n.01|noun.attribute|any property detected by the olfactory system|
orange.n.01|noun.food|round yellow to orange fruit of any of several citrus trees|
orange.n.02|noun.attribute|orange color or pigment; any of a range of colors between red and yellow|
orange.n.03|noun.plant|any citrus tree bearing oranges|
orange.n.04|noun.substance|any pigment producing the orange color|
organism.n.01|noun.Tops|a living thing that has (or can develop) the ability to act or function independently|
organism.n.02|noun.group|a system considered analogous in structure or function to a living body|the social organism
outgrowth.n.01|noun.phenomenon|a natural consequence of development|
palm.n.01|noun.body|the inner surface of the hand from the wrist to the base of the fingers|
palm.n.02|noun.quantity|a linear unit based on the length or width of the human hand|
palm.n.03|noun.plant|any plant of the family Palmae having an unbranched trunk crowned by large pinnate or palmate leaves|
park.n.02|noun.location|a piece of open land for recreational use in an urban area|they went for a walk in the park
pasture.n.01|noun.location|a field covered with grass or herbage and suitable for grazing by livestock|
pea.n.01|noun.food|seed of a pea plant used for food|
pea.n.02|noun.plant|the fruit or seed of a pea plant|
pea.n.03|noun.plant|a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds|
pear.n.01|noun.food|sweet juicy gritty-textured fruit available in many varieties|
pear.n.02|noun.plant|Old World tree having sweet gritty-textured juicy fruit; widely cultivated in many varieties|
peony.n.01|noun.plant|any of numerous plants widely cultivated for their showy single or double red or pink or white flowers|
pepper.n.01|noun.plant|climber having dark red berries (peppercorns) when fully ripe; southern India and Sri Lanka; naturalized in northern Burma and Assam|
pepper.n.03|noun.food|pungent seasoning from the berry of the common pepper plant of East India; use whole or ground|
pepper.n.04|noun.food|sweet and hot varieties of fruits of plants of the genus Capsicum|
perfume.n.02|noun.artifact|a toiletry that emits and diffuses a fragrant odor|
petal.n.01|noun.plant|part of the perianth that is usually brightly colored|
pieplant.n.01|noun.food|long pinkish sour leafstalks usually eaten cooked and sweetened|
pine.n.01|noun.plant|a coniferous tree|
pine.n.02|noun.plant|straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus|
place.n.02|noun.location|any area set aside for a particular purpose|who owns this place?
place.n.03|noun.cognition|an abstract mental location|he has a special place in my thoughts
place.n.04|noun.location|a general vicinity|He comes from a place near Chicago
place.n.06|noun.state|a particular situation|If you were in my place what would you do?
place.n.10|noun.state|proper or designated social situation|he overstepped his place
place.n.12|noun.communication|the passage that is being read|he lost his place on the page
place.n.13|noun.state|proper or appropriate position or location|a woman's place is no longer in the kitchen
place.n.15|noun.communication|an item on a list or in a sequence|in the second place
plant.n.01|noun.artifact|buildings for carrying on industrial labor|they built a large plant to manufacture automobiles
plant.n.02|noun.Tops|(botany) a living organism lacking the power of locomotion|
plant.n.03|noun.person|an actor situated in the audience whose acting is rehearsed but seems spontaneous to the audience|
plant.n.04|noun.cognition|something planted secretly for discovery by another|the police used a plant to trick the thieves
planting.n.01|noun.act|the act of fixing firmly in place|he ordered the planting of policemen outside every doorway
planting.n.02|noun.group|a collection of plants (trees or shrubs or flowers) in a particular area|the landscape architect suggested a small planting in the northwest corner
planting.n.03|noun.act|putting seeds or young plants in the ground to grow|the planting of corn is hard work
plaza.n.01|noun.location|a public square with room for pedestrians|they met at Elm Plaza
plowing.n.01|noun.act|tilling the land with a plow|he hired someone to do the plowing for him
pod.n.02|noun.plant|a several-seeded dehiscent fruit as e.g. of a leguminous plant|
poppy.n.01|noun.plant|annual or biennial or perennial herbs having showy flowers|
position.n.01|noun.location|the particular portion of space occupied by something|he put the lamp back in its place
position.n.06|noun.act|a job in an organization|he occupied a post in the treasury
pot.n.09|noun.artifact|street names for marijuana|
proboscis.n.02|noun.animal|a long flexible snout as of an elephant|
putrefaction.n.01|noun.state|a state of decay usually accompanied by an offensive odor|
radish.n.01|noun.food|pungent fleshy edible root|
radish_plant.n.01|noun.plant|a cruciferous plant of the genus Raphanus having a pungent edible root|
rocket.n.01|noun.artifact|any vehicle self-propelled by a rocket engine|
rocket.n.02|noun.artifact|a jet engine containing its own propellant and driven by reaction propulsion|
rocket.n.03|noun.plant|erect European annual often grown as a salad crop to be harvested when young and tender|
rocket.n.04|noun.communication|propels bright light high in the sky, or used to propel a lifesaving line or harpoon|
root.n.01|noun.plant|(botany) the usually underground organ that lacks buds or leaves or nodes; absorbs water and mineral salts; usually it anchors the plant to the ground|
root.n.03|noun.communication|(linguistics) the form of a word after all affixes are removed|thematic vowels are part of the stem
root.n.04|noun.quantity|a number that, when multiplied by itself some number of times, equals a given number|
root.n.08|noun.body|the part of a tooth that is embedded in the jaw and serves as support|
rose.n.01|noun.plant|any of many shrubs of the genus Rosa that bear roses|
rose.n.03|noun.attribute|a dusty pink color|
sage.n.01|noun.person|a mentor in spiritual and philosophical topics who is renowned for profound wisdom|
sage.n.02|noun.food|aromatic fresh or dried grey-green leaves used widely as seasoning for meats and fowl and game etc|
sage.n.03|noun.plant|any of various plants of the genus Salvia; a cosmopolitan herb|
salad.n.01|noun.food|food mixtures either arranged on a plate or tossed and served with a moist dressing; usually consisting of or including greens|
scent.n.02|noun.cognition|an odor left in passing by which a person or animal can be traced|
seat.n.01|noun.location|a space reserved for sitting (as in a theater or on a train or airplane)|he booked their seats in advance
seed.n.01|noun.plant|a small hard fruit|
seed.n.02|noun.plant|a mature fertilized plant ovule consisting of an embryo and its food source and having a protective coat or testa|
seeded_player.n.01|noun.person|one of the outstanding players in a tournament|
semen.n.01|noun.body|the thick white fluid containing spermatozoa that is ejaculated by the male genital tract|
shrub.n.01|noun.plant|a low woody perennial plant usually having several major stems|
shrubbery.n.01|noun.location|an area where a number of shrubs are planted|
shrubbery.n.02|noun.group|a collection of shrubs growing together|
skyrocket.n.02|noun.artifact|sends a firework display high into the sky|
solution.n.04|noun.group|the set of values that give a true statement when substituted into an equation|
source.n.03|noun.cognition|anything that provides inspiration for later work|
space.n.07|noun.communication|a blank area|write your name in the space provided
sphere.n.01|noun.state|a particular environment or walk of life|his social sphere is limited
spice.n.01|noun.substance|aromatic substances of vegetable origin used as a preservative|
spice.n.02|noun.food|any of a variety of pungent aromatic vegetable substances used for flavoring food|
spiciness.n.01|noun.attribute|the property of being seasoned with spice and so highly flavored|
state.n.04|noun.group|a politically organized body of people under a single government|the state has elected a new president
stead.n.01|noun.act|the post or function properly or customarily occupied or served by another|can you go in my stead?
strawberry.n.01|noun.food|sweet fleshy red fruit|
strawberry.n.03|noun.attribute|a soft red birthmark|
sugar.n.01|noun.food|a white crystalline carbohydrate used as a sweetener and preservative|
supergrass.n.01|noun.person|a police informer who implicates many people|
sweet.n.03|noun.food|a food rich in sugar|
sweet.n.04|noun.cognition|the taste experience when sugar dissolves in the mouth|
thing.n.01|noun.state|a special situation|this thing has got to end
thing.n.02|noun.act|an action|how could you do such a thing?
thing.n.03|noun.cognition|a special abstraction|a thing of the spirit
thing.n.04|noun.artifact|an artifact|how does this thing work?
thing.n.05|noun.event|an event|a funny thing happened on the way to the...
thing.n.07|noun.communication|a statement regarded as an object|to say the same thing in other terms
thing.n.08|noun.artifact|an entity that is not named specifically|I couldn't tell what the thing was
thing.n.09|noun.attribute|any attribute or quality considered as having its own existence|the thing I like about her is ...
thing.n.10|noun.cognition|a special objective|the thing is to stay in bounds
thing.n.11|noun.feeling|a persistent illogical feeling of desire or aversion|he has a thing about seafood
thing.n.12|noun.Tops|a separate and self-contained entity|
timber.n.02|noun.artifact|a beam made of wood|
timber.n.03|noun.artifact|a post made of wood|
timbre.n.01|noun.attribute|(music) the distinctive property of a complex sound (a voice or noise or musical sound)|the timbre of her soprano was rich and lovely
tobacco.n.01|noun.artifact|leaves of the tobacco plant dried and prepared for smoking or ingestion|
tobacco.n.02|noun.plant|aromatic annual or perennial herbs and shrubs|
tomato.n.01|noun.food|mildly acid red or yellow pulpy fruit eaten as a vegetable|
tomato.n.02|noun.plant|native to South America; widely cultivated in many varieties|
topographic_point.n.01|noun.location|a point located with respect to surface features of some region|this is a nice place for a picnic
torso.n.01|noun.body|the body excluding the head and neck and limbs|they moved their arms and legs and bodies
tree.n.01|noun.plant|a tall perennial woody plant having a main trunk and branches forming a distinct elevated crown; includes both gymnosperms and angiosperms|
tree.n.02|noun.shape|a figure that branches from a single root|genealogical tree
tree.n.03|noun.person|English actor and theatrical producer noted for his lavish productions of Shakespeare (1853-1917)|
trunk.n.01|noun.plant|the main stem of a tree; usually covered with bark; the bole is usually the part that is commercially useful for lumber|
trunk.n.02|noun.artifact|luggage consisting of a large strong case used when traveling or for storage|
tulip.n.01|noun.plant|any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usually a single showy flower|
turf.n.01|noun.object|surface layer of ground containing a mat of grass and grass roots|
turf.n.02|noun.location|the territory claimed by a juvenile gang as its own|
turf.n.03|noun.location|range of jurisdiction or influence|a bureaucracy...chiefly concerned with turf...and protecting the retirement system
vegetable.n.01|noun.food|edible seeds or roots or stems or leaves or bulbs or tubers or nonsweet fruits of any of numerous herbaceous plant|
vegetable.n.02|noun.plant|any of various herbaceous plants cultivated for an edible part such as the fruit or the root of the beet or the leaf of spinach or the seeds of bean plants or the flower buds of broccoli or cauliflower|
verbena.n.01|noun.plant|any of numerous tropical or subtropical American plants of the genus Verbena grown for their showy spikes of variously colored flowers|
violet.n.01|noun.plant|any of numerous low-growing violas with small flowers|
violet.n.02|noun.attribute|a variable color that lies beyond blue in the spectrum|
vitamin.n.01|noun.substance|any of a group of organic substances essential in small quantities to normal metabolism|
wallflower.n.01|noun.plant|any of numerous plants of the genus Erysimum having fragrant yellow or orange or brownish flowers|
wallflower.n.03|noun.person|remains on sidelines at social event|
weed.n.01|noun.plant|any plant that crowds out cultivated plants|
weed.n.02|noun.artifact|a black band worn by a man (on the arm or hat) as a sign of mourning|
willow.n.01|noun.plant|any of numerous deciduous trees and shrubs of the genus Salix|
willow.n.02|noun.artifact|a textile machine having a system of revolving spikes for opening and cleaning raw textile fibers|
wood.n.01|noun.substance|the hard fibrous lignified substance under the bark of trees|
wood.n.03|noun.person|United States film actress (1938-1981)|
wood.n.04|noun.person|English conductor (1869-1944)|
wood.n.05|noun.person|English writer of novels about murders and thefts and forgeries (1814-1887)|
wood.n.06|noun.person|United States painter noted for works based on life in the Midwest (1892-1942)|
wood.n.08|noun.artifact|a golf club with a long shaft used to hit long shots; originally made with a wooden head|metal woods are now standard
woodwind.n.01|noun.artifact|any wind instrument other than the brass instruments|
yield.n.03|noun.artifact|an amount of a product|
